company_id,vendor_id,category_id,tax_id,name,slug,sku,barcode,short_description,description,cost_price,price,compare_price,has_variants,track_stock,weight,is_active,is_featured,meta_title,meta_desc,tax_rate
1,,,1,CARTUCHO PARA INYECCION INDENTAL INDENT FLEX 22mm x 120mm ,cartucho-para-inyeccion-indental-indent-flex-22mm-x-120mm,394,,,,4500.0,6700,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 22mm CLARO,cartucho-acrilico-para-inyeccion-api-22mm-claro,395,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 22mm CRISTAL,cartucho-acrilico-para-inyeccion-api-22mm-cristal,396,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 22mm MEDIO,cartucho-acrilico-para-inyeccion-api-22mm-medio,397,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 22mm OSCURO,cartucho-acrilico-para-inyeccion-api-22mm-oscuro,398,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 22mm ROSADO,cartucho-acrilico-para-inyeccion-api-22mm-rosado,399,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 25mm CLARO,cartucho-acrilico-para-inyeccion-api-25mm-claro,400,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 25mm CRISTAL,cartucho-acrilico-para-inyeccion-api-25mm-cristal,401,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 25mm MEDIO,cartucho-acrilico-para-inyeccion-api-25mm-medio,402,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 25mm OSCURO,cartucho-acrilico-para-inyeccion-api-25mm-oscuro,403,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHO ACRILICO PARA INYECCION API 25mm ROSADO,cartucho-acrilico-para-inyeccion-api-25mm-rosado,404,,,,7420.0,11100,,0,1,,1,0,,,21.0
1,,,1,CARTUCHOS VACIOS PARA INYECCION INDENTAL 22mm x 120mm CON TAPA ,cartuchos-vacios-para-inyeccion-indental-22mm-x-120mm-con-tapa,405,,,,800.0,1300,,0,1,,1,0,,,21.0
1,,,1,CARTUCHOS VACIOS PARA INYECCION INDENTAL 25mm x 100mm CON TAPA ,cartuchos-vacios-para-inyeccion-indental-25mm-x-100mm-con-tapa,406,,,,800.0,1300,,0,1,,1,0,,,21.0
